No.,Date and time,FORCE [none] (32),Max [none] (28),TORQE [NM] (11),TRAVEL [M] (3),TURN [pulses] (4),PIPE No [none] (15)
788,2017-10-12 15:50:48.1,110,5.726,0,2.744,2634,2
789,2017-10-12 15:50:50.1,109.8,5.73,0,2.748,2640,2
790,2017-10-12 15:50:52.1,110.7,5.734,0,2.752,2649,2
791,2017-10-12 15:50:54.1,110.3,5.739,0,2.757,2655,2
792,2017-10-12 15:50:56.1,110,5.746,0,2.764,2665,2
793,2017-10-12 15:50:58.1,110,5.753,0,2.771,2672,2
794,2017-10-12 15:51:00.1,110.2,5.761,0,2.779,2681,2
795,2017-10-12 15:51:02.1,110.2,5.764,0,2.782,2689,2
796,2017-10-12 15:51:04.1,110.3,5.77,0,2.788,2695,2
797,2017-10-12 15:51:06.1,110.5,5.775,0,2.793,2698,2
798,2017-10-12 15:51:08.1,110.3,5.779,0,2.797,2698,2
799,2017-10-12 15:51:10.1,110.2,5.785,0,2.803,2701,2
800,2017-10-12 15:51:12.1,110.3,5.791,0,2.809,2706,2
801,2017-10-12 15:51:14.1,110.2,5.793,0,2.811,2709,2
802,2017-10-12 15:51:16.1,110,5.796,0,2.814,2716,2
803,2017-10-12 15:51:18.1,110.2,5.804,0,2.822,2724,2
804,2017-10-12 15:51:20.1,109.9,5.808,0,2.826,2733,2
805,2017-10-12 15:51:22.1,110.2,5.818,0,2.836,2741,2
806,2017-10-12 15:51:24.1,110.2,5.823,0,2.841,2742,2
807,2017-10-12 15:51:26.1,110,5.829,0,2.847,2742,2
808,2017-10-12 15:51:28.1,110,5.835,0,2.853,2742,2
809,2017-10-12 15:51:30.1,110.2,5.84,0,2.858,2742,2
810,2017-10-12 15:51:32.1,109.8,5.848,0,2.866,2742,2
811,2017-10-12 15:51:34.1,109.5,5.855,0,2.873,2742,2
812,2017-10-12 15:51:36.1,109.5,5.864,0,2.882,2742,2
813,2017-10-12 15:51:38.1,110,5.87,0,2.888,2742,2
814,2017-10-12 15:51:40.1,110.2,5.876,0,2.894,2742,2
815,2017-10-12 15:51:42.1,109.6,5.883,0,2.901,2742,2
816,2017-10-12 15:51:44.1,109.9,5.89,0,2.908,2745,2
817,2017-10-12 15:51:46.1,109.5,5.897,0,2.915,2752,2
818,2017-10-12 15:51:48.1,109.5,5.904,0,2.922,2761,2
819,2017-10-12 15:51:50.1,109.5,5.91,0,2.928,2767,2
820,2017-10-12 15:51:52.1,110,5.918,0,2.936,2775,2
821,2017-10-12 15:51:54.1,109.8,5.926,0,2.944,2782,2
822,2017-10-12 15:51:56.1,110.2,5.93,0,2.948,2788,2
823,2017-10-12 15:51:58.1,110.2,5.933,0,2.951,2788,2
824,2017-10-12 15:52:00.1,110,5.937,0,2.955,2790,2
825,2017-10-12 15:52:02.1,110.2,5.942,0,2.96,2793,2
826,2017-10-12 15:52:04.1,110.2,5.945,0,2.963,2796,2
827,2017-10-12 15:52:06.1,109.5,5.947,0,2.965,2803,2
828,2017-10-12 15:52:08.1,109.8,5.949,0,2.967,2807,2
829,2017-10-12 15:52:10.1,109.5,5.954,0,2.972,2808,2
830,2017-10-12 15:52:12.1,110,5.957,0,2.975,2816,2
831,2017-10-12 15:52:14.1,109.5,5.96,0,2.978,2821,2
832,2017-10-12 15:52:16.1,109.5,5.965,0,2.983,2827,2
833,2017-10-12 15:52:18.1,110.2,5.968,0,2.986,2827,2
834,2017-10-12 15:52:20.1,109.7,5.972,0,2.99,2828,2
835,2017-10-12 15:52:22.1,109.7,5.976,0,2.994,2828,2
836,2017-10-12 15:52:24.1,110,5.98,0,2.998,2828,2
837,2017-10-12 15:52:26.1,110,5.985,0,3.003,2828,2
838,2017-10-12 15:52:28.1,109.9,5.988,0,3.006,2828,2
839,2017-10-12 15:52:30.1,110.2,5.991,0,3.009,2828,2
840,2017-10-12 15:52:32.1,110.2,5.995,0,3.013,2828,2
841,2017-10-12 15:52:34.1,110.2,5.999,0,3.017,2828,2
842,2017-10-12 15:52:36.1,110,6.002,0,3.02,2828,2
843,2017-10-12 15:52:38.1,110,6.004,0,3.022,2829,2
844,2017-10-12 15:52:40.1,110,6.007,0,3.025,2836,2
845,2017-10-12 15:52:42.1,110,6.01,0,3.028,2843,2
846,2017-10-12 15:52:44.1,109.9,6.015,0,3.033,2850,2
847,2017-10-12 15:52:46.1,110.2,6.018,0,3.036,2857,2
848,2017-10-12 15:52:48.1,110.2,6.021,0,3.039,2864,2
849,2017-10-12 15:52:50.1,109.5,6.026,0,3.044,2871,2
850,2017-10-12 15:52:52.1,110,6.029,0,3.047,2879,2
851,2017-10-12 15:52:54.1,109.5,6.035,0,3.053,2885,2
852,2017-10-12 15:52:56.1,109.5,6.038,0,3.056,2895,2
853,2017-10-12 15:52:58.1,109.7,6.041,0,3.059,2905,2
854,2017-10-12 15:53:00.1,110.2,6.045,0,3.063,2915,2
855,2017-10-12 15:53:02.1,110.2,6.05,0,3.068,2924,2
856,2017-10-12 15:53:04.1,109.5,6.055,0,3.073,2931,2
857,2017-10-12 15:53:06.1,110.2,6.057,0,3.075,2939,2
858,2017-10-12 15:53:08.1,110.3,6.059,0,3.077,2945,2
859,2017-10-12 15:53:10.1,110,6.06,0,3.077,2951,2
860,2017-10-12 15:53:12.1,110,6.06,0,3.077,2956,2
861,2017-10-12 15:53:14.1,109.9,6.06,0,3.077,2959,2
862,2017-10-12 15:54:02.1,109.7,6.071,0,0.06,2959,3
863,2017-10-12 15:54:04.1,109.9,6.06,0,0.06,0,3
864,2017-10-12 15:54:06.1,109.6,6.06,0,0.059,6,3
865,2017-10-12 15:54:08.1,110,6.06,0,0.059,13,3
866,2017-10-12 15:54:10.1,110.2,6.06,0,0.059,18,3
867,2017-10-12 15:54:12.1,110.3,6.06,0,0.059,22,3
868,2017-10-12 15:54:14.1,110,6.063,0,0.063,23,3
869,2017-10-12 15:54:16.1,110,6.067,0,0.067,28,3
870,2017-10-12 15:54:18.1,110.5,6.07,0,0.07,31,3
871,2017-10-12 15:54:20.1,109.8,6.076,0,0.076,36,3
872,2017-10-12 15:54:22.1,110,6.078,0,0.078,42,3
873,2017-10-12 15:54:24.1,110.1,6.078,0,0.078,46,3
874,2017-10-12 15:54:26.1,110.2,6.078,0,0.078,49,3
875,2017-10-12 15:54:28.1,109.7,6.078,0,0.078,52,3
876,2017-10-12 15:54:30.1,109.7,6.081,0,0.081,56,3
877,2017-10-12 15:54:32.2,109.5,6.083,0,0.083,61,3
878,2017-10-12 15:54:34.2,109.5,6.088,0,0.088,69,3
879,2017-10-12 15:54:36.2,109.5,6.092,0,0.092,77,3
880,2017-10-12 15:54:38.2,110.2,6.092,0,0.092,83,3
881,2017-10-12 15:54:40.2,109.8,6.098,0,0.098,85,3
882,2017-10-12 15:54:42.2,110.2,6.103,0,0.103,87,3
883,2017-10-12 15:54:44.2,110.2,6.109,0,0.109,91,3
884,2017-10-12 15:54:46.2,110.2,6.113,0,0.113,98,3
885,2017-10-12 15:54:48.2,109.9,6.117,0,0.117,99,3
886,2017-10-12 15:54:50.2,110,6.122,0,0.122,106,3
887,2017-10-12 15:54:52.2,109.9,6.128,0,0.128,113,3
888,2017-10-12 15:54:54.2,109.8,6.133,0,0.133,121,3
889,2017-10-12 15:54:56.2,109.8,6.138,0,0.138,129,3
890,2017-10-12 15:54:58.2,109.8,6.139,0,0.139,138,3
891,2017-10-12 15:55:00.2,109.8,6.145,0,0.145,145,3
892,2017-10-12 15:55:02.2,110,6.149,0,0.149,151,3
893,2017-10-12 15:55:04.2,109.7,6.154,0,0.154,156,3
894,2017-10-12 15:55:06.2,109.5,6.16,0,0.16,163,3
895,2017-10-12 15:55:08.2,109.7,6.165,0,0.165,170,3
896,2017-10-12 15:55:10.2,109.8,6.168,0,0.168,176,3
897,2017-10-12 15:55:12.2,109.8,6.173,0,0.173,184,3
898,2017-10-12 15:55:14.2,109.8,6.177,0,0.177,192,3
899,2017-10-12 15:55:16.2,109.8,6.186,0,0.186,199,3
900,2017-10-12 15:55:18.2,109.8,6.189,0,0.189,206,3
901,2017-10-12 15:55:20.2,109.7,6.193,0,0.193,213,3
902,2017-10-12 15:55:22.2,110.2,6.198,0,0.198,219,3
903,2017-10-12 15:55:24.2,110,6.203,0,0.203,225,3
904,2017-10-12 15:55:26.2,109.7,6.208,0,0.208,232,3
905,2017-10-12 15:55:28.2,110,6.213,0,0.213,238,3
906,2017-10-12 15:55:30.2,109.9,6.216,0,0.216,245,3
907,2017-10-12 15:55:32.2,109.7,6.22,0,0.22,252,3
908,2017-10-12 15:55:34.2,109.8,6.224,0,0.224,259,3
909,2017-10-12 15:55:36.2,109.7,6.228,0,0.228,267,3
910,2017-10-12 15:55:38.2,109.8,6.229,0,0.229,274,3
911,2017-10-12 15:55:40.2,109.8,6.233,0,0.233,281,3
912,2017-10-12 15:55:42.2,109.8,6.237,0,0.237,289,3
913,2017-10-12 15:55:44.2,109.8,6.244,0,0.244,292,3
914,2017-10-12 15:55:46.2,109.8,6.248,0,0.248,299,3
915,2017-10-12 15:55:48.2,109.8,6.255,0,0.255,306,3
916,2017-10-12 15:55:50.2,109.8,6.262,0,0.262,313,3
917,2017-10-12 15:55:52.2,109.7,6.265,0,0.265,319,3
918,2017-10-12 15:55:54.2,109.4,6.27,0,0.27,326,3
919,2017-10-12 15:55:56.2,109.4,6.271,0,0.271,333,3
920,2017-10-12 15:55:58.2,109.5,6.276,0,0.276,341,3
921,2017-10-12 15:56:00.2,109.5,6.284,0,0.284,348,3
922,2017-10-12 15:56:02.2,109.5,6.29,0,0.29,356,3
923,2017-10-12 15:56:04.2,109.5,6.294,0,0.294,363,3
924,2017-10-12 15:56:06.2,109.5,6.298,0,0.298,370,3
925,2017-10-12 15:56:08.2,109.5,6.305,0,0.305,378,3
926,2017-10-12 15:56:10.2,109.5,6.308,0,0.308,385,3
927,2017-10-12 15:56:12.2,109.5,6.314,0,0.314,393,3
928,2017-10-12 15:56:14.2,109.8,6.32,0,0.32,401,3
929,2017-10-12 15:56:16.2,109.6,6.327,0,0.327,409,3
930,2017-10-12 15:56:18.2,109.5,6.336,0,0.336,417,3
931,2017-10-12 15:56:20.2,109.7,6.34,0,0.34,425,3
932,2017-10-12 15:56:22.2,109.3,6.344,0,0.344,433,3
933,2017-10-12 15:56:24.2,109.5,6.352,0,0.352,441,3
934,2017-10-12 15:56:26.2,109.5,6.358,0,0.358,449,3
935,2017-10-12 15:56:28.2,109.5,6.364,0,0.364,457,3
936,2017-10-12 15:56:30.2,109.7,6.372,0,0.372,465,3
937,2017-10-12 15:56:32.2,109.7,6.38,0,0.38,473,3
938,2017-10-12 15:56:34.2,109.7,6.39,0,0.39,482,3
939,2017-10-12 15:56:36.2,109.5,6.397,0,0.397,490,3
940,2017-10-12 15:56:38.2,109.3,6.404,0,0.404,498,3
941,2017-10-12 15:56:40.2,109.4,6.413,0,0.413,506,3
942,2017-10-12 15:56:42.2,109.5,6.423,0,0.423,515,3
943,2017-10-12 15:56:44.2,109.3,6.43,0,0.43,523,3
944,2017-10-12 15:56:46.2,109.5,6.44,0,0.44,530,3
945,2017-10-12 15:56:48.2,109.5,6.45,0,0.45,536,3
946,2017-10-12 15:56:50.2,109.2,6.462,0,0.462,542,3
947,2017-10-12 15:56:52.2,109.5,6.464,0,0.464,548,3
948,2017-10-12 15:56:54.2,109.2,6.466,0,0.466,554,3
949,2017-10-12 15:56:56.2,109.3,6.476,0,0.476,561,3
950,2017-10-12 15:56:58.2,109.5,6.487,0,0.487,568,3
951,2017-10-12 15:57:00.2,109.3,6.495,0,0.495,574,3
952,2017-10-12 15:57:02.2,109.4,6.5,0,0.5,581,3
953,2017-10-12 15:57:04.2,109,6.506,0,0.506,589,3
954,2017-10-12 15:57:06.2,109,6.515,0,0.515,595,3
955,2017-10-12 15:57:08.2,109.3,6.517,0,0.517,604,3
956,2017-10-12 15:57:10.2,109,6.52,0,0.52,613,3
957,2017-10-12 15:57:12.2,109,6.526,0,0.526,620,3
958,2017-10-12 15:57:14.2,109.2,6.527,0,0.527,627,3
959,2017-10-12 15:57:16.2,109.3,6.531,0,0.531,636,3
960,2017-10-12 15:57:18.2,109.4,6.536,0,0.536,645,3
961,2017-10-12 15:57:20.2,109.5,6.543,0,0.543,653,3
962,2017-10-12 15:57:22.2,109.5,6.553,0,0.553,663,3
963,2017-10-12 15:57:24.2,109.5,6.561,0,0.561,673,3
964,2017-10-12 15:57:26.2,109.5,6.563,0,0.563,682,3
965,2017-10-12 15:57:28.2,109.5,6.569,0,0.569,692,3
966,2017-10-12 15:57:30.2,109.3,6.576,0,0.576,702,3
967,2017-10-12 15:57:32.2,109.5,6.586,0,0.586,712,3
968,2017-10-12 15:57:34.2,109.5,6.597,0,0.597,722,3
969,2017-10-12 15:57:36.2,109.5,6.605,0,0.605,732,3
970,2017-10-12 15:57:38.2,109.6,6.605,0,0.605,740,3
971,2017-10-12 15:57:40.2,109.5,6.606,0,0.606,749,3
972,2017-10-12 15:57:42.2,109.5,6.621,0,0.621,757,3
973,2017-10-12 15:57:44.2,109.5,6.632,0,0.632,767,3
974,2017-10-12 15:57:46.2,109.7,6.647,0,0.647,776,3
975,2017-10-12 15:57:48.2,109.3,6.655,0,0.655,784,3
976,2017-10-12 15:57:50.2,109.5,6.664,0,0.664,790,3
977,2017-10-12 15:57:52.2,109.5,6.673,0,0.673,794,3
978,2017-10-12 15:57:54.2,109.5,6.676,0,0.676,798,3
979,2017-10-12 15:57:56.2,109,6.681,0,0.681,804,3
980,2017-10-12 15:57:58.2,109.2,6.69,0,0.69,811,3
981,2017-10-12 15:58:00.2,109.3,6.701,0,0.701,819,3
982,2017-10-12 15:58:02.2,108.9,6.712,0,0.712,827,3
983,2017-10-12 15:58:04.2,109.3,6.726,0,0.726,835,3
984,2017-10-12 15:58:06.2,109.3,6.741,0,0.741,843,3
985,2017-10-12 15:58:08.2,109.2,6.756,0,0.756,851,3
986,2017-10-12 15:58:10.2,109,6.761,0,0.761,860,3
987,2017-10-12 15:58:12.2,109,6.763,0,0.763,868,3
988,2017-10-12 15:58:14.2,109,6.778,0,0.778,876,3
989,2017-10-12 15:58:16.2,109,6.787,0,0.787,881,3
990,2017-10-12 15:58:18.2,108.8,6.795,0,0.795,888,3
991,2017-10-12 15:58:20.2,109,6.8,0,0.8,896,3
992,2017-10-12 15:58:22.2,109.4,6.808,0,0.808,904,3
993,2017-10-12 15:58:24.2,109.3,6.813,0,0.813,913,3
994,2017-10-12 15:58:26.2,109.5,6.822,0,0.822,922,3
995,2017-10-12 15:58:28.2,109.2,6.832,0,0.832,931,3
996,2017-10-12 15:58:30.2,109,6.842,0,0.842,941,3
997,2017-10-12 15:58:32.2,109,6.85,0,0.85,952,3
998,2017-10-12 15:58:34.2,108.8,6.859,0,0.859,962,3
999,2017-10-12 15:58:36.2,109,6.869,0,0.869,973,3
1000,2017-10-12 15:58:38.2,109,6.884,0,0.884,984,3
1001,2017-10-12 15:58:40.2,109,6.892,0,0.892,994,3
1002,2017-10-12 15:58:42.2,109,6.901,0,0.901,1005,3
1003,2017-10-12 15:58:44.2,109,6.901,0,0.901,1016,3
1004,2017-10-12 15:58:46.2,109.2,6.919,0,0.919,1027,3
1005,2017-10-12 15:58:48.2,109.3,6.934,0,0.934,1037,3
1006,2017-10-12 15:58:50.2,109,6.946,0,0.946,1047,3
1007,2017-10-12 15:58:52.2,109,6.958,0,0.958,1057,3
1008,2017-10-12 15:58:54.2,109,6.966,0,0.966,1067,3
1009,2017-10-12 15:58:56.2,109,6.985,0,0.985,1077,3
1010,2017-10-12 15:58:58.2,109,6.991,0,0.991,1087,3
1011,2017-10-12 15:59:00.2,109,6.993,0,0.993,1098,3
1012,2017-10-12 15:59:02.2,109,6.993,0,0.993,1108,3
1013,2017-10-12 15:59:04.2,109,6.999,0,0.999,1116,3
1014,2017-10-12 15:59:06.2,108.8,7.008,0,1.008,1120,3
1015,2017-10-12 15:59:08.2,108.8,7.014,0,1.014,1125,3
1016,2017-10-12 15:59:10.2,108.7,7.018,0,1.018,1136,3
1017,2017-10-12 15:59:12.2,108.5,7.023,0,1.023,1146,3
1018,2017-10-12 15:59:14.2,108.7,7.028,0,1.028,1157,3
1019,2017-10-12 15:59:16.2,108.5,7.035,0,1.035,1168,3
1020,2017-10-12 15:59:18.2,108.8,7.041,0,1.041,1179,3
1021,2017-10-12 15:59:20.2,109,7.048,0,1.048,1188,3
1022,2017-10-12 15:59:22.2,109,7.054,0,1.054,1199,3
1023,2017-10-12 15:59:24.2,108.5,7.063,0,1.063,1209,3
1024,2017-10-12 15:59:26.2,109,7.07,0,1.07,1220,3
1025,2017-10-12 15:59:28.2,109.2,7.078,0,1.078,1228,3
1026,2017-10-12 15:59:30.2,109.1,7.084,0,1.084,1238,3
1027,2017-10-12 15:59:32.2,108.8,7.093,0,1.093,1249,3
1028,2017-10-12 15:59:34.2,108.7,7.101,0,1.101,1259,3
1029,2017-10-12 15:59:36.2,109,7.11,0,1.11,1266,3
1030,2017-10-12 15:59:38.2,109,7.119,0,1.119,1274,3
1031,2017-10-12 15:59:40.2,108.5,7.129,0,1.129,1283,3
1032,2017-10-12 15:59:42.2,108.7,7.129,0,1.129,1293,3
1033,2017-10-12 15:59:44.2,109,7.143,0,1.143,1303,3
1034,2017-10-12 15:59:46.2,109,7.155,0,1.155,1313,3
1035,2017-10-12 15:59:48.2,109,7.164,0,1.164,1323,3
1036,2017-10-12 15:59:50.2,108.6,7.175,0,1.175,1330,3
1037,2017-10-12 15:59:52.2,108.8,7.189,0,1.189,1341,3
1038,2017-10-12 15:59:54.2,108.8,7.203,0,1.203,1351,3
1039,2017-10-12 15:59:56.2,108.8,7.211,0,1.211,1361,3
1040,2017-10-12 15:59:58.2,108.5,7.222,0,1.222,1370,3
1041,2017-10-12 16:00:00.2,108.8,7.232,0,1.232,1379,3
1042,2017-10-12 16:00:02.2,109,7.238,0,1.238,1389,3
1043,2017-10-12 16:00:04.2,109,7.247,0,1.247,1400,3
1044,2017-10-12 16:00:06.2,109,7.253,0,1.253,1410,3
1045,2017-10-12 16:00:08.2,108.8,7.264,0,1.264,1418,3
1046,2017-10-12 16:00:10.2,108.6,7.277,0,1.277,1431,3
1047,2017-10-12 16:00:12.2,108.5,7.283,0,1.283,1443,3
1048,2017-10-12 16:00:14.2,108.8,7.291,0,1.291,1456,3
1049,2017-10-12 16:00:16.2,109,7.31,0,1.31,1468,3
1050,2017-10-12 16:00:18.2,108.5,7.32,0,1.32,1480,3
1051,2017-10-12 16:00:20.2,108.5,7.324,0,1.324,1492,3
1052,2017-10-12 16:00:22.2,108.5,7.332,0,1.332,1505,3
1053,2017-10-12 16:00:24.2,109,7.332,0,1.332,1517,3
1054,2017-10-12 16:00:26.2,109,7.334,0,1.334,1529,3
1055,2017-10-12 16:00:28.2,109,7.339,0,1.339,1540,3
1056,2017-10-12 16:00:30.2,109,7.348,0,1.348,1551,3
1057,2017-10-12 16:00:32.2,109,7.351,0,1.351,1561,3
1058,2017-10-12 16:00:34.2,108.8,7.356,0,1.356,1569,3
1059,2017-10-12 16:00:36.2,109,7.359,0,1.359,1578,3
1060,2017-10-12 16:00:38.2,109,7.37,0,1.37,1588,3
1061,2017-10-12 16:00:40.2,108.6,7.378,0,1.378,1598,3
1062,2017-10-12 16:00:42.2,109,7.382,0,1.382,1609,3
1063,2017-10-12 16:00:44.2,109,7.388,0,1.388,1618,3
1064,2017-10-12 16:00:46.2,108.5,7.396,0,1.396,1626,3
1065,2017-10-12 16:00:48.2,109,7.41,0,1.41,1634,3
1066,2017-10-12 16:00:50.2,109,7.417,0,1.417,1641,3
1067,2017-10-12 16:00:52.2,109,7.428,0,1.428,1648,3
1068,2017-10-12 16:00:54.2,109,7.439,0,1.439,1657,3
1069,2017-10-12 16:00:56.2,108.8,7.456,0,1.456,1665,3
1070,2017-10-12 16:00:58.2,108.5,7.464,0,1.464,1673,3
1071,2017-10-12 16:01:00.2,109,7.464,0,1.464,1682,3
1072,2017-10-12 16:01:02.2,109,7.471,0,1.471,1690,3
1073,2017-10-12 16:01:04.2,108.6,7.481,0,1.481,1697,3
1074,2017-10-12 16:01:06.2,108.7,7.488,0,1.488,1702,3
1075,2017-10-12 16:01:08.2,109,7.495,0,1.495,1710,3
1076,2017-10-12 16:01:10.2,108.7,7.499,0,1.499,1719,3
1077,2017-10-12 16:01:12.2,108.5,7.507,0,1.507,1726,3
1078,2017-10-12 16:01:14.2,108.5,7.51,0,1.51,1735,3
1079,2017-10-12 16:01:16.2,108.5,7.517,0,1.517,1743,3
1080,2017-10-12 16:01:18.2,108.5,7.525,0,1.525,1752,3
1081,2017-10-12 16:01:20.2,108,7.53,0,1.53,1761,3
1082,2017-10-12 16:01:22.2,108.3,7.536,0,1.536,1767,3
1083,2017-10-12 16:01:24.2,108.5,7.541,0,1.541,1773,3
1084,2017-10-12 16:01:26.2,108.5,7.543,0,1.543,1775,3
1085,2017-10-12 16:01:28.2,108.2,7.548,0,1.548,1779,3
1086,2017-10-12 16:01:30.2,108.7,7.553,0,1.553,1784,3
1087,2017-10-12 16:01:32.2,108.7,7.558,0,1.558,1790,3
1088,2017-10-12 16:01:34.2,108.5,7.561,0,1.561,1796,3
1089,2017-10-12 16:01:36.2,108.5,7.566,0,1.566,1803,3
1090,2017-10-12 16:01:38.2,108.5,7.571,0,1.571,1810,3
1091,2017-10-12 16:01:40.2,108.7,7.573,0,1.573,1817,3
1092,2017-10-12 16:01:42.2,108.9,7.578,0,1.578,1825,3
1093,2017-10-12 16:01:44.2,108.5,7.591,0,1.591,1832,3
1094,2017-10-12 16:01:46.2,108.5,7.603,0,1.603,1840,3
1095,2017-10-12 16:01:48.2,108.5,7.617,0,1.617,1847,3
1096,2017-10-12 16:01:50.2,108.7,7.628,0,1.628,1855,3
1097,2017-10-12 16:01:52.2,108.3,7.638,0,1.638,1862,3
1098,2017-10-12 16:01:54.2,108.6,7.638,0,1.638,1870,3
1099,2017-10-12 16:01:56.2,108.5,7.638,0,1.638,1877,3
1100,2017-10-12 16:01:58.2,108.5,7.644,0,1.644,1885,3
1101,2017-10-12 16:02:00.2,108.3,7.655,0,1.655,1893,3
1102,2017-10-12 16:02:02.2,108.5,7.673,0,1.673,1900,3
1103,2017-10-12 16:02:04.2,108.5,7.694,0,1.694,1908,3
1104,2017-10-12 16:02:06.2,108.3,7.708,0,1.708,1916,3
1105,2017-10-12 16:02:08.2,108.5,7.713,0,1.713,1923,3
1106,2017-10-12 16:02:10.2,108.5,7.738,0,1.738,1931,3
1107,2017-10-12 16:02:12.2,108.2,7.748,0,1.748,1938,3
1108,2017-10-12 16:02:14.2,108.3,7.772,0,1.772,1946,3
1109,2017-10-12 16:02:16.2,108.5,7.788,0,1.788,1954,3
1110,2017-10-12 16:02:18.2,108.5,7.804,0,1.804,1962,3
1111,2017-10-12 16:02:20.2,108.3,7.825,0,1.825,1970,3
1112,2017-10-12 16:02:22.2,107.5,7.835,0,1.835,1978,3
1113,2017-10-12 16:02:24.2,107.8,7.85,0,1.85,1986,3
1114,2017-10-12 16:02:26.2,108,7.865,0,1.865,1994,3
1115,2017-10-12 16:02:28.2,108,7.878,0,1.878,2002,3
1116,2017-10-12 16:02:30.2,108.2,7.878,0,1.878,2009,3
1117,2017-10-12 16:02:32.2,108.2,7.885,0,1.885,2017,3
1118,2017-10-12 16:02:34.2,108.2,7.898,0,1.898,2024,3
1119,2017-10-12 16:02:36.2,108.3,7.911,0,1.911,2031,3
1120,2017-10-12 16:02:38.2,108.3,7.926,0,1.926,2038,3
1121,2017-10-12 16:02:40.2,108.3,7.944,0,1.944,2043,3
1122,2017-10-12 16:02:42.2,108.3,7.956,0,1.956,2050,3
1123,2017-10-12 16:02:44.2,108.5,7.978,0,1.978,2056,3
1124,2017-10-12 16:02:46.2,108,7.993,0,1.993,2061,3
1125,2017-10-12 16:02:48.2,108.5,7.993,0,1.993,2064,3
1126,2017-10-12 16:02:50.2,108.2,8.018,0,2.018,2068,3
1127,2017-10-12 16:02:52.2,108.5,8.023,0,2.023,2074,3
1128,2017-10-12 16:02:54.2,108.2,8.023,0,2.023,2080,3
1129,2017-10-12 16:02:56.2,108.5,8.027,0,2.027,2086,3
1130,2017-10-12 16:02:58.2,108,8.032,0,2.032,2092,3
1131,2017-10-12 16:03:00.2,108.5,8.045,0,2.045,2099,3
1132,2017-10-12 16:03:02.2,108,8.064,0,2.064,2105,3
1133,2017-10-12 16:03:04.2,108.3,8.086,0,2.086,2111,3
1134,2017-10-12 16:03:06.2,108.5,8.098,0,2.098,2118,3
1135,2017-10-12 16:03:08.2,108.5,8.116,0,2.116,2126,3
1136,2017-10-12 16:03:10.2,108.2,8.116,0,2.116,2133,3
1137,2017-10-12 16:03:12.2,108.5,8.116,0,2.116,2141,3
1138,2017-10-12 16:03:14.2,108.7,8.123,0,2.123,2149,3
1139,2017-10-12 16:03:16.2,109,8.135,0,2.135,2158,3
1140,2017-10-12 16:03:18.2,108.4,8.141,0,2.141,2168,3
1141,2017-10-12 16:03:20.2,108.7,8.159,0,2.159,2178,3
1142,2017-10-12 16:03:22.2,108.5,8.173,0,2.173,2188,3
1143,2017-10-12 16:03:24.2,108.5,8.186,0,2.186,2198,3
1144,2017-10-12 16:03:26.2,108.5,8.202,0,2.202,2207,3
1145,2017-10-12 16:03:28.2,108.3,8.217,0,2.217,2216,3
1146,2017-10-12 16:03:30.2,108.5,8.236,0,2.236,2225,3
1147,2017-10-12 16:03:32.2,108.3,8.253,0,2.253,2234,3
1148,2017-10-12 16:03:34.2,108.7,8.269,0,2.269,2243,3
1149,2017-10-12 16:03:36.2,108.7,8.287,0,2.287,2252,3
1150,2017-10-12 16:03:38.2,108.4,8.297,0,2.297,2261,3
1151,2017-10-12 16:03:40.2,108.4,8.297,0,2.297,2271,3
1152,2017-10-12 16:03:42.2,108.3,8.301,0,2.301,2280,3
1153,2017-10-12 16:03:44.2,108.3,8.313,0,2.313,2287,3
1154,2017-10-12 16:03:46.2,108.3,8.321,0,2.321,2296,3
1155,2017-10-12 16:03:48.2,108.2,8.329,0,2.329,2306,3
1156,2017-10-12 16:03:50.2,108.2,8.34,0,2.34,2316,3
1157,2017-10-12 16:03:52.2,108.5,8.351,0,2.351,2325,3
1158,2017-10-12 16:03:54.2,108.7,8.358,0,2.358,2326,3
1159,2017-10-12 16:03:56.2,108.5,8.369,0,2.369,2331,3
1160,2017-10-12 16:03:58.2,108.1,8.378,0,2.378,2338,3
1161,2017-10-12 16:04:00.2,108.3,8.394,0,2.394,2348,3
1162,2017-10-12 16:04:02.2,108.1,8.408,0,2.408,2357,3
1163,2017-10-12 16:04:04.2,108.5,8.424,0,2.424,2367,3
1164,2017-10-12 16:04:06.2,108.5,8.43,0,2.43,2376,3
1165,2017-10-12 16:04:08.2,108.5,8.439,0,2.439,2385,3
1166,2017-10-12 16:04:10.2,108.5,8.45,0,2.45,2394,3
1167,2017-10-12 16:04:12.2,108,8.46,0,2.46,2404,3
1168,2017-10-12 16:04:14.2,108.5,8.473,0,2.473,2413,3
1169,2017-10-12 16:04:16.2,108.5,8.473,0,2.473,2422,3
1170,2017-10-12 16:04:18.2,108.5,8.473,0,2.473,2432,3
1171,2017-10-12 16:04:20.2,108.7,8.486,0,2.486,2441,3
1172,2017-10-12 16:04:22.2,108.6,8.499,0,2.499,2450,3
1173,2017-10-12 16:04:24.2,108.3,8.51,0,2.51,2460,3
1174,2017-10-12 16:04:26.2,108.8,8.516,0,2.516,2470,3
1175,2017-10-12 16:04:28.2,108.5,8.522,0,2.522,2481,3
1176,2017-10-12 16:04:30.2,108.5,8.529,0,2.529,2492,3
1177,2017-10-12 16:04:32.2,108.7,8.534,0,2.534,2503,3
